word_sample_id,word_id,sample_order,sample_sentence
771,386,1,He pointed to the oak on the page.
772,386,2,The oak appeared near the end of the story.
773,387,1,The occupation changed the final result.
774,387,2,The story included a clear occupation.
775,388,1,They plan to offer the problem this week.
776,388,2,She tried to offer the task before dinner.
777,389,1,The official result came this morning.
778,389,2,A city official answered our question.
779,390,1,She cooked the eggs in oil.
780,390,2,The ship carried oil across the sea.
781,391,1,The olympic detail changed the whole plan.
782,391,2,She gave an olympic answer in class.
783,392,1,The onion tasted good with tea.
784,392,2,My sister put the onion on a plate.
785,393,1,The online answer was easy to understand.
786,393,2,We found an online place to rest.
787,394,1,They plan to operate the problem this week.
788,394,2,She tried to operate the task before dinner.
789,395,1,What is your opinion about this film?
790,395,2,She gave her opinion politely.
791,396,1,We saw a pacific pattern in the results.
792,396,2,His pacific style made the story stronger.
793,397,1,Please pack your bag tonight.
794,397,2,He bought a pack of cards.
795,398,1,The painter arrived early for work.
796,398,2,Everyone thanked the painter after lunch.
797,399,1,We saw a pal pattern in the results.
798,399,2,His pal style made the story stronger.
799,400,1,She fried eggs in a small pan.
800,400,2,The hot pan was on the stove.
801,401,1,She began to panic when the music started.
802,401,2,They will panic outside if the weather is good.
803,402,1,We saw the part near the window.
804,402,2,My friend described the part very clearly.
805,403,1,They walked partly through the quiet hall.
806,403,2,The student listened partly to the story.
807,404,1,We need to pass the plan carefully.
808,404,2,He decided to pass it after the meeting.
809,405,1,Read the short passage carefully.
810,405,2,The narrow passage leads to the garden.
811,406,1,The passenger helped a child near the door.
812,406,2,A friendly passenger smiled during the meeting.
813,407,1,The quality of the phone is good.
814,407,2,This shop sells high-quality tea.
815,408,1,We saw the queen near the window.
816,408,2,My friend described the queen very clearly.
817,409,1,The quick room felt calm and safe.
818,409,2,She chose a quick jacket for the trip.
819,410,1,He answered quietly when the teacher asked.
820,410,2,The machine moved quietly across the floor.
821,411,1,I saw him quit near the park.
822,411,2,The crowd waited for the show to quit.
823,412,1,The room is quite warm today.
824,412,2,She was quite happy with her score.
825,413,1,He pointed to the quiz on the page.
826,413,2,The quiz appeared near the end of the story.
827,414,1,He bought a new tennis racket.
828,414,2,The children made a loud racket outside.
829,415,1,She put the raincoat beside her bag.
830,415,2,He found a raincoat under the chair.
831,416,1,They will raise money for the school.
832,416,2,Please raise your hand before speaking.
833,417,1,The price range is very wide.
834,417,2,Mountains cover the range in the north.
835,418,1,The rap was part of the story.
836,418,2,She noticed the rap during the lesson.
837,419,1,The hotel has a high rate this week.
838,419,2,Please rate the meal after dinner.
839,420,1,The test was rather easy.
840,420,2,I would rather stay at home tonight.
841,421,1,The rating room felt calm and safe.
842,421,2,She chose a rating jacket for the trip.
843,422,1,Do not eat raw chicken.
844,422,2,The report used raw data from the survey.
845,423,1,We saw the ray near the window.
846,423,2,My friend described the ray very clearly.
847,424,1,They plan to reach the problem this week.
848,424,2,She tried to reach the task before dinner.
849,425,1,She spoke sadly during the meeting.
850,425,2,The team worked sadly on the final task.
851,426,1,The safe answer was easy to understand.
852,426,2,We found a safe place to rest.
853,427,1,The sailing was part of the story.
854,427,2,She noticed the sailing during the lesson.
855,428,1,He pointed to the sake on the page.
856,428,2,The sake appeared near the end of the story.
857,429,1,We shared the salt at lunch.
858,429,2,The cook used salt in the meal.
859,430,1,The sample was part of the story.
860,430,2,She noticed the sample during the lesson.
861,431,1,It was a sandy day for a walk.
862,431,2,He gave me a sandy smile after class.
863,432,1,The team will satisfy the issue tomorrow.
864,432,2,I hope to satisfy this skill with practice.
865,433,1,She ate a sauce after school.
866,433,2,He bought a fresh sauce at the market.
867,434,1,The sausage tasted good with tea.
868,434,2,My sister put the sausage on a plate.
869,435,1,The map uses a small scale.
870,435,2,She stood on the scale at the clinic.
871,436,1,The tablespoon was part of the story.
872,436,2,She noticed the tablespoon during the lesson.
873,437,1,He pointed to the talent on the page.
874,437,2,The talent appeared near the end of the story.
875,438,1,Turn off the tap after washing your hands.
876,438,2,Tap the screen to start the game.
877,439,1,She used tape to fix the box.
878,439,2,My father found an old music tape.
879,440,1,He pointed to the target on the page.
880,440,2,The target appeared near the end of the story.
881,441,1,This task is not difficult.
882,441,2,Finish the task before lunch.
883,442,1,A tear ran down her cheek.
884,442,2,Do not tear the paper.
885,443,1,The class discussed the teenage after the video.
886,443,2,This example shows the teenage clearly.
887,444,1,A young teenager waited outside the room.
888,444,2,The teenager spoke kindly to us.
889,445,1,The temperature is high today.
890,445,2,Check the temperature before you go out.
891,446,1,We need to terrify the plan carefully.
892,446,2,He decided to terrify it after the meeting.
893,447,1,The uncertain answer was easy to understand.
894,447,2,We found an uncertain place to rest.
895,448,1,She felt uncomfortable before the test.
896,448,2,He looked uncomfortable after the phone call.
897,449,1,We can understand the problem step by step.
898,449,2,He began to understand the answer during class.
899,450,1,The underwater answer was easy to understand.
900,450,2,We found an underwater place to rest.
901,451,1,She felt uneasy before the test.
902,451,2,He looked uneasy after the phone call.
903,452,1,It was an unfair day for a walk.
904,452,2,He gave me an unfair smile after class.
905,453,1,The unforgettable answer was easy to understand.
906,453,2,We found an unforgettable place to rest.
907,454,1,He answered unfortunately when the teacher asked.
908,454,2,The machine moved unfortunately across the floor.
909,455,1,The child was unhappy in the dark room.
910,455,2,My friend became unhappy during the lesson.
911,456,1,The unhealthy answer was easy to understand.
912,456,2,We found an unhealthy place to rest.
913,457,1,They waited near the valley after lunch.
914,457,2,She took a photo of the valley in town.
915,458,1,This ring has great value.
916,458,2,The value of honesty is clear.
917,459,1,We saw the verb near the window.
918,459,2,My friend described the verb very clearly.
919,460,1,The hotel room has a sea view.
920,460,2,I respect your view on this topic.
921,461,1,The village was quiet in the morning.
922,461,2,We found the village at the end of the street.
923,462,1,The violent answer was easy to understand.
924,462,2,We found a violent place to rest.
925,463,1,The violin was part of the story.
926,463,2,She noticed the violin during the lesson.
927,464,1,The visitor arrived early for work.
928,464,2,Everyone thanked the visitor after lunch.
929,465,1,We saw a vocabulary pattern in the results.
930,465,2,His vocabulary style made the story stronger.
931,466,1,Her voice is soft and calm.
932,466,2,I heard a voice in the hallway.
933,467,1,He pointed to the walking on the page.
934,467,2,The walking appeared near the end of the story.
935,468,1,I cleaned the wallet before dinner.
936,468,2,The small wallet fell from the shelf.
937,469,1,We like to wander through the old streets.
938,469,2,The child may wander away from the group.
939,470,1,The washing-up was on the wooden table.
940,470,2,My brother carried the washing-up to school.
941,471,1,A large wave hit the beach.
942,471,2,Please wave when you see the bus.
943,472,1,The weak room felt calm and safe.
944,472,2,She chose a weak jacket for the trip.
945,473,1,The class discussed the wealth after the video.
946,473,2,This example shows the wealth clearly.
947,474,1,We saw the web near the window.
948,474,2,My friend described the web very clearly.
949,475,1,She put the website beside her bag.
950,475,2,He found a website under the chair.
951,476,1,It was a wedding day for a walk.
952,476,2,He gave me a wedding smile after class.
953,477,1,We saw the weekday near the window.
954,477,2,My friend described the weekday very clearly.
955,478,1,"Yeah, I can come with you."
956,478,2,She said yeah with a big smile.
957,479,1,Youth can bring energy to a team.
958,479,2,He spent his youth in a small village.
959,480,1,People gathered outside the zone.
960,480,2,The old zone looked clean and bright.
961,481,1,They plan to abandon the problem this week.
962,481,2,She tried to abandon the task before dinner.
963,482,1,It was an able day for a walk.
964,482,2,He gave me an able smile after class.
965,483,1,We saw an abnormal pattern in the results.
966,483,2,His abnormal style made the story stronger.
967,484,1,The passengers went aboard the ship.
968,484,2,She was already aboard the plane.
969,485,1,He pointed to the aborigine on the page.
970,485,2,The aborigine appeared near the end of the story.
971,486,1,The absence changed the final result.
972,486,2,The story included a clear absence.
973,487,1,The absent room felt calm and safe.
974,487,2,She chose an absent jacket for the trip.
975,488,1,It was an absolute day for a walk.
976,488,2,He gave me an absolute smile after class.
977,489,1,She spoke absolutely during the meeting.
978,489,2,The team worked absolutely on the final task.
979,490,1,The absorb was part of the story.
980,490,2,She noticed the absorb during the lesson.
981,491,1,It was an abstract day for a walk.
982,491,2,He gave me an abstract smile after class.
983,492,1,The team will babysit the issue tomorrow.
984,492,2,I hope to babysit this skill with practice.
985,493,1,The babysitter helped a child near the door.
986,493,2,A friendly babysitter smiled during the meeting.
987,494,1,He pointed to the backache on the page.
988,494,2,The backache appeared near the end of the story.
989,495,1,I cleaned the backpack before dinner.
990,495,2,The small backpack fell from the shelf.
991,496,1,The backpacker helped a child near the door.
992,496,2,A friendly backpacker smiled during the meeting.
993,497,1,He pointed to the backpacking on the page.
994,497,2,The backpacking appeared near the end of the story.
995,498,1,We shared the bacon at lunch.
996,498,2,The cook used bacon in the meal.
997,499,1,She put the baggage beside her bag.
998,499,2,He found a baggage under the chair.
999,500,1,The baker arrived early for work.
1000,500,2,Everyone thanked the baker after lunch.
1001,501,1,We saw the bakery near the window.
1002,501,2,My friend described the bakery very clearly.
1003,502,1,The report described the balance clearly.
1004,502,2,We noticed the balance during the project.
1005,503,1,The cabbage tasted good with tea.
1006,503,2,My sister put the cabbage on a plate.
1007,504,1,People gathered outside the cabin.
1008,504,2,The old cabin looked clean and bright.
1009,505,1,She put the cage beside her bag.
1010,505,2,He found a cage under the chair.
1011,506,1,We need to calculate the plan carefully.
1012,506,2,He decided to calculate it after the meeting.
1013,507,1,The calculation changed the final result.
1014,507,2,The story included a clear calculation.
1015,508,1,She put the calculator beside her bag.
1016,508,2,He found a calculator under the chair.
1017,509,1,He pointed to the calf on the page.
1018,509,2,The calf appeared near the end of the story.
1019,510,1,A young caller waited outside the room.
1020,510,2,The caller spoke kindly to us.
1021,511,1,The calm room felt calm and safe.
1022,511,2,She chose a calm jacket for the trip.
1023,512,1,The class discussed the calmness after the video.
1024,512,2,This example shows the calmness clearly.
1025,513,1,We saw the camel near the window.
1026,513,2,My friend described the camel very clearly.
1027,514,1,The daisy was part of the story.
1028,514,2,She noticed the daisy during the lesson.
1029,515,1,The class discussed the damage after the video.
1030,515,2,This example shows the damage clearly.
1031,516,1,The damaged answer was easy to understand.
1032,516,2,We found a damaged place to rest.
1033,517,1,The damp room felt calm and safe.
1034,517,2,She chose a damp jacket for the trip.
1035,518,1,He answered dangerously when the teacher asked.
1036,518,2,The machine moved dangerously across the floor.
1037,519,1,The team will dare the issue tomorrow.
1038,519,2,I hope to dare this skill with practice.
1039,520,1,The report described the darkness clearly.
1040,520,2,We noticed the darkness during the project.
1041,521,1,It was a dating day for a walk.
1042,521,2,He gave me a dating smile after class.
1043,522,1,The team will daze the issue tomorrow.
1044,522,2,I hope to daze this skill with practice.
1045,523,1,They plan to dazzle the problem this week.
1046,523,2,She tried to dazzle the task before dinner.
1047,524,1,He pointed to the deadline on the page.
1048,524,2,The deadline appeared near the end of the story.
1049,525,1,I was eager when I heard the news.
1050,525,2,They seemed eager at the end of the day.
1051,526,1,The report described the eagerness clearly.
1052,526,2,We noticed the eagerness during the project.
1053,527,1,He pointed to the earache on the page.
1054,527,2,The earache appeared near the end of the story.
1055,528,1,The earnest answer was easy to understand.
1056,528,2,We found an earnest place to rest.
1057,529,1,The eastern room felt calm and safe.
1058,529,2,She chose an eastern jacket for the trip.
1059,530,1,He pointed to the eco on the page.
1060,530,2,The eco appeared near the end of the story.
1061,531,1,We saw an ecological pattern in the results.
1062,531,2,His ecological style made the story stronger.
1063,532,1,The class studied ecology in the forest.
1064,532,2,Ecology helps us understand plants and animals.
1065,533,1,This economic example helped the students.
1066,533,2,The report used an economic idea clearly.
1067,534,1,The economics changed the final result.
1068,534,2,The story included a clear economics.
1069,535,1,The report described the economy clearly.
1070,535,2,We noticed the economy during the project.
1071,536,1,It was a face-to-face day for a walk.
1072,536,2,He gave me a face-to-face smile after class.
1073,537,1,The sports facility opens at eight.
1074,537,2,This facility has a large swimming pool.
1075,538,1,The children like to fade after school.
1076,538,2,We watched the birds fade near the trees.
1077,539,1,The class discussed the failure after the video.
1078,539,2,This example shows the failure clearly.
1079,540,1,I saw him faint near the park.
1080,540,2,The crowd waited for the show to faint.
1081,541,1,The faithful room felt calm and safe.
1082,541,2,She chose a faithful jacket for the trip.
1083,542,1,It was a fake day for a walk.
1084,542,2,He gave me a fake smile after class.
1085,543,1,The fallen answer was easy to understand.
1086,543,2,We found a fallen place to rest.
1087,544,1,The fantasy was part of the story.
1088,544,2,She noticed the fantasy during the lesson.
1089,545,1,It was a faraway day for a walk.
1090,545,2,He gave me a faraway smile after class.
1091,546,1,We saw the farewell near the window.
1092,546,2,My friend described the farewell very clearly.
1093,547,1,They plan to gain the problem this week.
1094,547,2,She tried to gain the task before dinner.
1095,548,1,He pointed to the gall on the page.
1096,548,2,The gall appeared near the end of the story.
1097,549,1,I cleaned the gallon before dinner.
1098,549,2,The small gallon fell from the shelf.
1099,550,1,The gap was part of the story.
1100,550,2,She noticed the gap during the lesson.
1101,551,1,He pointed to the gardening on the page.
1102,551,2,The gardening appeared near the end of the story.
1103,552,1,I cleaned the garment before dinner.
1104,552,2,The small garment fell from the shelf.
1105,553,1,The gay was part of the story.
1106,553,2,She noticed the gay during the lesson.
1107,554,1,He pointed to the gee on the page.
1108,554,2,The gee appeared near the end of the story.
1109,555,1,We saw the gene near the window.
1110,555,2,My friend described the gene very clearly.
1111,556,1,The general detail changed the whole plan.
1112,556,2,She gave a general answer in class.
1113,557,1,This rule is generally true.
1114,557,2,Students generally arrive before the bell.
1115,558,1,We saw the habitat near the window.
1116,558,2,My friend described the habitat very clearly.
1117,559,1,The hairdresser helped a child near the door.
1118,559,2,A friendly hairdresser smiled during the meeting.
1119,560,1,The hairdryer was on the wooden table.
1120,560,2,My brother carried the hairdryer to school.
1121,561,1,I cleaned the hammer before dinner.
1122,561,2,The small hammer fell from the shelf.
1123,562,1,She put the hand-held beside her bag.
1124,562,2,He found a hand-held under the chair.
1125,563,1,The handball was on the wooden table.
1126,563,2,My brother carried the handball to school.
1127,564,1,I cleaned the handkerchief before dinner.
1128,564,2,The small handkerchief fell from the shelf.
1129,565,1,The handshake was part of the story.
1130,565,2,She noticed the handshake during the lesson.
1131,566,1,It was a handwriting day for a walk.
1132,566,2,He gave me a handwriting smile after class.
1133,567,1,The handy answer was easy to understand.
1134,567,2,We found a handy place to rest.
1135,568,1,They plan to hang the problem this week.
1136,568,2,She tried to hang the task before dinner.
1137,569,1,The class discussed the identity after the video.
1138,569,2,This example shows the identity clearly.
1139,570,1,We saw the idiom near the window.
1140,570,2,My friend described the idiom very clearly.
1141,571,1,The idol was part of the story.
1142,571,2,She noticed the idol during the lesson.
1143,572,1,We can ignore the problem step by step.
1144,572,2,He began to ignore the answer during class.
1145,573,1,The report explained the change illegally.
1146,573,2,The room was designed illegally for better sound.
1147,574,1,His illness kept him at home.
1148,574,2,The doctor treated the illness quickly.
1149,575,1,We need to illuminate the plan carefully.
1150,575,2,He decided to illuminate it after the meeting.
1151,576,1,We saw an imaginary pattern in the results.
1152,576,2,His imaginary style made the story stronger.
1153,577,1,They plan to imitate the problem this week.
1154,577,2,She tried to imitate the task before dinner.
1155,578,1,It was an immediate day for a walk.
1156,578,2,He gave me an immediate smile after class.
1157,579,1,They walked immediately through the quiet hall.
1158,579,2,The student listened immediately to the story.
1159,580,1,The jade was part of the story.
1160,580,2,She noticed the jade during the lesson.
1161,581,1,He pointed to the jar on the page.
1162,581,2,The jar appeared near the end of the story.
1163,582,1,We saw the jazz near the window.
1164,582,2,My friend described the jazz very clearly.
1165,583,1,She felt jealous before the test.
1166,583,2,He looked jealous after the phone call.
1167,584,1,He pointed to the jewel on the page.
1168,584,2,The jewel appeared near the end of the story.
1169,585,1,I saw him jog near the park.
1170,585,2,The crowd waited for the show to jog.
1171,586,1,The jogging was part of the story.
1172,586,2,She noticed the jogging during the lesson.
1173,587,1,They made a joint decision after lunch.
1174,587,2,My knee joint feels stiff today.
1175,588,1,We saw a journal pattern in the results.
1176,588,2,His journal style made the story stronger.
1177,589,1,The journalist helped a child near the door.
1178,589,2,A friendly journalist smiled during the meeting.
1179,590,1,The kettle was on the wooden table.
1180,590,2,My brother carried the kettle to school.
1181,591,1,I typed the message on a keyboard.
1182,591,2,The keyboard has a broken key.
1183,592,1,The killing was part of the story.
1184,592,2,She noticed the killing during the lesson.
1185,593,1,The class discussed the kindness after the video.
1186,593,2,This example shows the kindness clearly.
1187,594,1,We saw the kitten near the window.
1188,594,2,My friend described the kitten very clearly.
1189,595,1,They plan to knit the problem this week.
1190,595,2,She tried to knit the task before dinner.
1191,596,1,He pointed to the lab on the page.
1192,596,2,The lab appeared near the end of the story.
1193,597,1,We saw a laboratory pattern in the results.
1194,597,2,His laboratory style made the story stronger.
1195,598,1,He climbed the ladder to fix the roof.
1196,598,2,The ladder stood against the wall.
1197,599,1,He pointed to the lamb on the page.
1198,599,2,The lamb appeared near the end of the story.
1199,600,1,A young landlord waited outside the room.
1200,600,2,The landlord spoke kindly to us.
1201,601,1,She spoke largely during the meeting.
1202,601,2,The team worked largely on the final task.
1203,602,1,It was a lasting day for a walk.
1204,602,2,He gave me a lasting smile after class.
1205,603,1,We saw the latecomer near the window.
1206,603,2,My friend described the latecomer very clearly.
1207,604,1,The plan changed lately after lunch.
1208,604,2,She smiled lately at the good news.
1209,605,1,He pointed to the laughter on the page.
1210,605,2,The laughter appeared near the end of the story.
1211,606,1,They will launch the app next week.
1212,606,2,The rocket launch was shown on TV.
1213,607,1,The magical detail changed the whole plan.
1214,607,2,She gave a magical answer in class.
1215,608,1,He pointed to the magician on the page.
1216,608,2,The magician appeared near the end of the story.
1217,609,1,The magnificent answer was easy to understand.
1218,609,2,We found a magnificent place to rest.
1219,610,1,She put the mailbox beside her bag.
1220,610,2,He found a mailbox under the chair.
1221,611,1,It was a main day for a walk.
1222,611,2,He gave me a main smile after class.
1223,612,1,The team will maintain the issue tomorrow.
1224,612,2,I hope to maintain this skill with practice.
1225,613,1,The report described the maintenance clearly.
1226,613,2,We noticed the maintenance during the project.
1227,614,1,The class discussed the majority after the video.
1228,614,2,This example shows the majority clearly.
1229,615,1,Good management helped the team finish early.
1230,615,2,The hotel management answered our complaint.
1231,616,1,The mankind was part of the story.
1232,616,2,She noticed the mankind during the lesson.
1233,617,1,He pointed to the maple on the page.
1234,617,2,The maple appeared near the end of the story.
1235,618,1,He hit the nail with a hammer.
1236,618,2,She painted each nail red.
1237,619,1,The naked room felt calm and safe.
1238,619,2,She chose a naked jacket for the trip.
1239,620,1,The baby took a short nap.
1240,620,2,I need to nap after the long trip.
1241,621,1,He will narrate to his friend tonight.
1242,621,2,The manager chose to narrate the team clearly.
1243,622,1,The narrative detail changed the whole plan.
1244,622,2,She gave a narrative answer in class.
1245,623,1,It was a narrow day for a walk.
1246,623,2,He gave me a narrow smile after class.
1247,624,1,The nasty answer was easy to understand.
1248,624,2,We found a nasty place to rest.
1249,625,1,The nationalist room felt calm and safe.
1250,625,2,She chose a nationalist jacket for the trip.
1251,626,1,The team compared the samples naturally.
1252,626,2,The model reacted naturally to the new data.
1253,627,1,The nearby answer was easy to understand.
1254,627,2,We found a nearby place to rest.
1255,628,1,Place the small object on the desk.
1256,628,2,Some students object to the new rule.
1257,629,1,The class discussed the objection after the video.
1258,629,2,This example shows the objection clearly.
1259,630,1,We saw an objective pattern in the results.
1260,630,2,His objective style made the story stronger.
1261,631,1,The report described the observation clearly.
1262,631,2,We noticed the observation during the project.
1263,632,1,We can observe the problem step by step.
1264,632,2,He began to observe the answer during class.
1265,633,1,We saw the obstacle near the window.
1266,633,2,My friend described the obstacle very clearly.
1267,634,1,They plan to obtain the problem this week.
1268,634,2,She tried to obtain the task before dinner.
1269,635,1,This obvious example helped the students.
1270,635,2,The report used an obvious idea clearly.
1271,636,1,The plan changed obviously after lunch.
1272,636,2,She smiled obviously at the good news.
1273,637,1,The report described the occasion clearly.
1274,637,2,We noticed the occasion during the project.
1275,638,1,This occasional example helped the students.
1276,638,2,The report used an occasional idea clearly.
1277,639,1,We saw the pace near the window.
1278,639,2,My friend described the pace very clearly.
1279,640,1,She put the package beside her bag.
1280,640,2,He found a package under the chair.
1281,641,1,He pointed to the packing on the page.
1282,641,2,The packing appeared near the end of the story.
1283,642,1,He used a paddle in the canoe.
1284,642,2,They paddle across the quiet lake.
1285,643,1,The paid room felt calm and safe.
1286,643,2,She chose a paid jacket for the trip.
1287,644,1,He pointed to the pain on the page.
1288,644,2,The pain appeared near the end of the story.
1289,645,1,The painful answer was easy to understand.
1290,645,2,We found a painful place to rest.
1291,646,1,The pale room felt calm and safe.
1292,646,2,She chose a pale jacket for the trip.
1293,647,1,She held the coin in her palm.
1294,647,2,A tall palm grew near the beach.
1295,648,1,I cleaned the parachute before dinner.
1296,648,2,The small parachute fell from the shelf.
1297,649,1,The paradise was part of the story.
1298,649,2,She noticed the paradise during the lesson.
1299,650,1,He pointed to the quake on the page.
1300,650,2,The quake appeared near the end of the story.
1301,651,1,The qualified answer was easy to understand.
1302,651,2,We found a qualified place to rest.
1303,652,1,They plan to qualify the problem this week.
1304,652,2,She tried to qualify the task before dinner.
1305,653,1,The class discussed the quantity after the video.
1306,653,2,This example shows the quantity clearly.
1307,654,1,I cleaned the questionnaire before dinner.
1308,654,2,The small questionnaire fell from the shelf.
1309,655,1,We stood in a long queue at the station.
1310,655,2,Please queue quietly before the door opens.
1311,656,1,The race started at nine o’clock.
1312,656,2,They race bikes every Sunday.
1313,657,1,We saw a racial pattern in the results.
1314,657,2,His racial style made the story stronger.
1315,658,1,The report described the radiation clearly.
1316,658,2,We noticed the radiation during the project.
1317,659,1,The class discussed the rage after the video.
1318,659,2,This example shows the rage clearly.
1319,660,1,I cleaned the rail before dinner.
1320,660,2,The small rail fell from the shelf.
1321,661,1,The railroad was part of the story.
1322,661,2,She noticed the railroad during the lesson.
1323,662,1,The railway was quiet in the morning.
1324,662,2,We found the railway at the end of the street.
1325,663,1,We saw the rainfall near the window.
1326,663,2,My friend described the rainfall very clearly.
1327,664,1,They waited near the rainforest after lunch.
1328,664,2,She took a photo of the rainforest in town.
1329,665,1,Her rank in the class improved.
1330,665,2,The coach will rank the players today.
1331,666,1,The rapid answer was easy to understand.
1332,666,2,We found a rapid place to rest.
1333,667,1,The sacred room felt calm and safe.
1334,667,2,She chose a sacred jacket for the trip.
1335,668,1,The class discussed the sadness after the video.
1336,668,2,This example shows the sadness clearly.
1337,669,1,We saw the safari near the window.
1338,669,2,My friend described the safari very clearly.
1339,670,1,They plan to safeguard the problem this week.
1340,670,2,She tried to safeguard the task before dinner.
1341,671,1,They walked safely through the quiet hall.
1342,671,2,The student listened safely to the story.
1343,672,1,We saw the safety near the window.
1344,672,2,My friend described the safety very clearly.
1345,673,1,The salesman helped a child near the door.
1346,673,2,A friendly salesman smiled during the meeting.
1347,674,1,The salmon tasted good with tea.
1348,674,2,My sister put the salmon on a plate.
1349,675,1,We saw the sand near the window.
1350,675,2,My friend described the sand very clearly.
1351,676,1,The sandal detail changed the whole plan.
1352,676,2,She gave a sandal answer in class.
1353,677,1,He pointed to the satellite on the page.
1354,677,2,The satellite appeared near the end of the story.
1355,678,1,I cleaned the tablet before dinner.
1356,678,2,The small tablet fell from the shelf.
1357,679,1,They waited near the takeaway after lunch.
1358,679,2,She took a photo of the takeaway in town.
1359,680,1,He pointed to the tale on the page.
1360,680,2,The tale appeared near the end of the story.
1361,681,1,The talented answer was easy to understand.
1362,681,2,We found a talented place to rest.
1363,682,1,The talkative detail changed the whole plan.
1364,682,2,She gave a talkative answer in class.
1365,683,1,The fish tank is beside the window.
1366,683,2,The army tank crossed the road slowly.
1367,684,1,This soup has a salty taste.
1368,684,2,Please taste the sauce before dinner.
1369,685,1,The tasteless room felt calm and safe.
1370,685,2,She chose a tasteless jacket for the trip.
1371,686,1,It was a tasty day for a walk.
1372,686,2,He gave me a tasty smile after class.
1373,687,1,The team will tax the issue tomorrow.
1374,687,2,I hope to tax this skill with practice.
1375,688,1,The teaching was part of the story.
1376,688,2,She noticed the teaching during the lesson.
1377,689,1,It was an unable day for a walk.
1378,689,2,He gave me an unable smile after class.
1379,690,1,I was unafraid when I heard the news.
1380,690,2,They seemed unafraid at the end of the day.
1381,691,1,The unbelievable room felt calm and safe.
1382,691,2,She chose an unbelievable jacket for the trip.
1383,692,1,Uncertainty made the students nervous.
1384,692,2,There is still uncertainty about the final date.
1385,693,1,The unclear answer was easy to understand.
1386,693,2,We found an unclear place to rest.
1387,694,1,The uncontrollable room felt calm and safe.
1388,694,2,She chose an uncontrollable jacket for the trip.
1389,695,1,We need to uncover the plan carefully.
1390,695,2,He decided to uncover it after the meeting.
1391,696,1,The underage changed the final result.
1392,696,2,The story included a clear underage.
1393,697,1,They plan to undergo the problem this week.
1394,697,2,She tried to undergo the task before dinner.
1395,698,1,The class discussed the underneath after the video.
1396,698,2,This example shows the underneath clearly.
1397,699,1,The vacancy changed the final result.
1398,699,2,The story included a clear vacancy.
1399,700,1,The vague room felt calm and safe.
1400,700,2,She chose a vague jacket for the trip.
1401,701,1,It was a vain day for a walk.
1402,701,2,He gave me a vain smile after class.
1403,702,1,The valuable answer was easy to understand.
1404,702,2,We found a valuable place to rest.
1405,703,1,The van was part of the story.
1406,703,2,She noticed the van during the lesson.
1407,704,1,He pointed to the variety on the page.
1408,704,2,The variety appeared near the end of the story.
1409,705,1,We saw a various pattern in the results.
1410,705,2,His various style made the story stronger.
1411,706,1,They plan to vary the problem this week.
1412,706,2,She tried to vary the task before dinner.
1413,707,1,It was a vast day for a walk.
1414,707,2,He gave me a vast smile after class.
1415,708,1,The vegetarian answer was easy to understand.
1416,708,2,We found a vegetarian place to rest.
1417,709,1,The wagon was part of the story.
1418,709,2,She noticed the wagon during the lesson.
1419,710,1,He pointed to the ward on the page.
1420,710,2,The ward appeared near the end of the story.
1421,711,1,We saw the wardrobe near the window.
1422,711,2,My friend described the wardrobe very clearly.
1423,712,1,The plan changed warmly after lunch.
1424,712,2,She smiled warmly at the good news.
1425,713,1,The class discussed the warmth after the video.
1426,713,2,This example shows the warmth clearly.
1427,714,1,He will warn to his friend tonight.
1428,714,2,The manager chose to warn the team clearly.
1429,715,1,The warning room felt calm and safe.
1430,715,2,She chose a warning jacket for the trip.
1431,716,1,He pointed to the warranty on the page.
1432,716,2,The warranty appeared near the end of the story.
1433,717,1,A young warrior waited outside the room.
1434,717,2,The warrior spoke kindly to us.
1435,718,1,The washbowl was part of the story.
1436,718,2,She noticed the washbowl during the lesson.
1437,719,1,She tried to yell the news calmly.
1438,719,2,They asked him to yell the story again.
1439,720,1,We saw the yoga near the window.
1440,720,2,My friend described the yoga very clearly.
1441,721,1,The abandoned room felt calm and safe.
1442,721,2,She chose an abandoned jacket for the trip.
1443,722,1,The team compared the samples abnormally.
1444,722,2,The model reacted abnormally to the new data.
1445,723,1,The team will abolish the issue tomorrow.
1446,723,2,I hope to abolish this skill with practice.
1447,724,1,The aboriginal detail changed the whole plan.
1448,724,2,She gave an aboriginal answer in class.
1449,725,1,She spoke abruptly during the meeting.
1450,725,2,The team worked abruptly on the final task.
1451,726,1,We saw the absentee near the window.
1452,726,2,My friend described the absentee very clearly.
1453,727,1,The absurd room felt calm and safe.
1454,727,2,She chose an absurd jacket for the trip.
1455,728,1,We need to abuse the plan carefully.
1456,728,2,He decided to abuse it after the meeting.
1457,729,1,The accessibility changed the final result.
1458,729,2,The story included a clear accessibility.
1459,730,1,The report described the accommodation clearly.
1460,730,2,We noticed the accommodation during the project.
1461,731,1,He pointed to the backup on the page.
1462,731,2,The backup appeared near the end of the story.
1463,732,1,People gathered outside the backyard.
1464,732,2,The old backyard looked clean and bright.
1465,733,1,The bad-tempered room felt calm and safe.
1466,733,2,She chose a bad-tempered jacket for the trip.
1467,734,1,The badge was on the wooden table.
1468,734,2,My brother carried the badge to school.
1469,735,1,The balanced answer was easy to understand.
1470,735,2,We found a balanced place to rest.
1471,736,1,The balky room felt calm and safe.
